Date,Close
2024-09-30,126.80999755859375
2024-10-01,125.47000122070312
2024-10-02,126.18000030517578
2024-10-03,125.29000091552734
2024-10-04,129.85000610351562
2024-10-07,130.22999572753906
2024-10-08,132.5
2024-10-09,135.49000549316406
2024-10-10,132.80999755859375
2024-10-11,134.39999389648438
2024-10-14,134.7899932861328
2024-10-15,133.27000427246094
2024-10-16,135.14999389648438
2024-10-17,136.02000427246094
2024-10-18,136.4499969482422
2024-10-21,137.19000244140625
2024-10-22,135.58999633789062
2024-10-23,131.9199981689453
2024-10-24,132.75
2024-10-25,134.5800018310547
2024-10-28,135.77999877929688
2024-10-29,137.77999877929688
2024-10-30,136.5
2024-10-31,134.7899932861328
2024-11-01,136.4600067138672
2024-11-04,136.8699951171875
2024-11-05,137.82000732421875
2024-11-06,140.91000366210938
2024-11-07,147.3699951171875
2024-11-08,134.61000061035156
2024-11-11,137.39999389648438
2024-11-12,133.1999969482422
2024-11-13,132.75999450683594
2024-11-14,134.55999755859375
2024-11-15,132.5
2024-11-18,132.19000244140625
2024-11-19,131.44000244140625
2024-11-20,135.25
2024-11-21,133.25999450683594
2024-11-22,137.33999633789062
2024-11-25,140.92999267578125
2024-11-26,139.6699981689453
2024-11-27,138.27999877929688
2024-11-29,136.11000061035156
2024-12-02,137.49000549316406
2024-12-03,137.4600067138672
2024-12-04,139.07000732421875
2024-12-05,136.32000732421875
2024-12-06,136.9199981689453
2024-12-09,137.27000427246094
2024-12-10,138.3000030517578
2024-12-11,138.83999633789062
2024-12-12,137.47000122070312
2024-12-13,130.9499969482422
2024-12-16,132.1999969482422
2024-12-17,132.24000549316406
2024-12-18,127.54000091552734
2024-12-19,129.35000610351562
2024-12-20,134.2100067138672
2024-12-23,134.52000427246094
2024-12-24,134.99000549316406
2024-12-26,135.32000732421875
2024-12-27,133.38499450683594
2024-12-30,131.80999755859375
2024-12-31,131.41000366210938
2025-01-02,131.47999572753906
2025-01-03,135.7100067138672
2025-01-06,135.1999969482422
2025-01-07,131.2899932861328
2025-01-08,130.8000030517578
2025-01-10,129.6300048828125
2025-01-13,128.85000610351562
2025-01-14,127.5999984741211
2025-01-15,132.52000427246094
2025-01-16,132.16000366210938
2025-01-17,135.1199951171875
2025-01-21,133.07000732421875
2025-01-22,132.5
2025-01-23,133.24000549316406
2025-01-24,127.08999633789062
2025-01-27,128.9600067138672
2025-01-28,131.0500030517578
2025-01-29,132.5800018310547
2025-01-30,131.7899932861328
2025-01-31,131.1699981689453
2025-02-03,129.77999877929688
2025-02-04,130.74000549316406
2025-02-05,129.60000610351562
2025-02-06,132.57000732421875
2025-02-07,134.97999572753906
2025-02-10,135.24000549316406
2025-02-11,134.52000427246094
2025-02-12,140.52000427246094
2025-02-13,141.0399932861328
2025-02-14,161.4199981689453
2025-02-18,160.60000610351562
2025-02-19,157.97999572753906
2025-02-20,155.30999755859375
2025-02-21,146.07000732421875
2025-02-24,144.82000732421875
2025-02-25,141.5500030517578
2025-02-26,144.02999877929688
2025-02-27,139.4499969482422
2025-02-28,138.8699951171875
2025-03-03,140.97999572753906
2025-03-04,141.4199981689453
2025-03-05,142.5800018310547
2025-03-06,134.77000427246094
2025-03-07,134.38999938964844
2025-03-10,132.14999389648438
2025-03-11,125.44000244140625
2025-03-12,126.55000305175781
2025-03-13,119.37999725341797
2025-03-14,122.86000061035156
2025-03-17,126.94000244140625
2025-03-18,124.55999755859375
2025-03-19,126.0
2025-03-20,126.1500015258789
2025-03-21,128.8000030517578
2025-03-24,129.82000732421875
2025-03-25,129.8800048828125
2025-03-26,128.63999938964844
2025-03-27,125.6500015258789
2025-03-28,120.69000244140625
2025-03-31,119.45999908447266
2025-04-01,121.18000030517578
2025-04-02,122.80000305175781
2025-04-03,113.97000122070312
2025-04-04,106.66000366210938
2025-04-07,106.30000305175781
2025-04-08,105.69000244140625
2025-04-09,121.31999969482422
2025-04-10,113.91000366210938
2025-04-11,114.54000091552734
2025-04-14,113.22000122070312
2025-04-15,114.63999938964844
2025-04-16,112.63999938964844
2025-04-17,112.69999694824219
2025-04-21,111.61000061035156
2025-04-22,114.91000366210938
2025-04-23,118.27999877929688
2025-04-24,121.70999908447266
2025-04-25,122.51000213623047
2025-04-28,123.30000305175781
2025-04-29,125.48999786376953
2025-04-30,121.91999816894531
2025-05-01,124.01000213623047
2025-05-02,125.26000213623047
2025-05-05,124.88999938964844
2025-05-06,121.66999816894531
2025-05-07,123.12000274658203
2025-05-08,126.38999938964844
2025-05-09,127.04000091552734
2025-05-12,134.2100067138672
2025-05-13,138.0500030517578
2025-05-14,137.4499969482422
2025-05-15,136.7899932861328
2025-05-16,138.0
2025-05-19,136.60000610351562
2025-05-20,132.1300048828125
2025-05-21,127.5199966430664
2025-05-22,127.6500015258789
2025-05-23,126.72000122070312
2025-05-27,129.39999389648438
2025-05-28,128.6699981689453
2025-05-29,128.36000061035156
2025-05-30,129.0
2025-06-02,129.6199951171875
2025-06-03,132.89999389648438
2025-06-04,133.50999450683594
2025-06-05,137.2899932861328
2025-06-06,140.63999938964844
2025-06-09,139.00999450683594
2025-06-10,138.55999755859375
2025-06-11,138.05999755859375
2025-06-12,138.80999755859375
2025-06-13,135.5399932861328
2025-06-16,137.2100067138672
2025-06-17,133.3699951171875
2025-06-18,132.1699981689453
2025-06-20,131.72999572753906
2025-06-23,130.52999877929688
2025-06-24,132.14999389648438
2025-06-25,129.6699981689453
2025-06-26,133.72000122070312
2025-06-27,134.52000427246094
2025-06-30,132.33999633789062
2025-07-01,135.41000366210938
2025-07-02,135.38999938964844
2025-07-03,136.49000549316406
2025-07-07,137.0
2025-07-08,136.99000549316406
2025-07-09,136.85000610351562
2025-07-10,137.0
2025-07-11,135.35000610351562
2025-07-14,138.57000732421875
2025-07-15,136.5399932861328
2025-07-16,136.7100067138672
2025-07-17,139.3000030517578
2025-07-18,139.33999633789062
2025-07-21,138.07000732421875
2025-07-22,139.42999267578125
2025-07-23,139.8300018310547
2025-07-24,141.6199951171875
2025-07-25,141.30999755859375
2025-07-28,142.16000366210938
2025-07-29,136.83999633789062
2025-07-30,134.75
2025-07-31,132.41000366210938
2025-08-01,128.02000427246094
2025-08-04,130.9600067138672
2025-08-05,129.9600067138672
2025-08-06,130.5
2025-08-07,120.02999877929688
2025-08-08,121.0199966430664
2025-08-11,118.30000305175781
2025-08-12,121.61000061035156
2025-08-13,124.55000305175781
2025-08-14,124.63999938964844
2025-08-15,125.0999984741211
2025-08-18,125.48999786376953
2025-08-19,126.0
2025-08-20,124.95999908447266
2025-08-21,126.43000030517578
2025-08-22,129.9199981689453
2025-08-25,128.14999389648438
2025-08-26,126.88999938964844
2025-08-27,129.85000610351562
2025-08-28,130.4600067138672
2025-08-29,130.52999877929688
2025-09-02,127.58999633789062
2025-09-03,124.9000015258789
2025-09-04,125.37000274658203
2025-09-05,123.80999755859375
2025-09-08,124.62000274658203
2025-09-09,123.80999755859375
2025-09-10,123.41000366210938
2025-09-11,123.05000305175781
2025-09-12,122.55000305175781
2025-09-15,120.37000274658203
2025-09-16,121.66000366210938
2025-09-17,123.19999694824219
2025-09-18,125.47000122070312
2025-09-19,127.04000091552734
2025-09-22,125.44000244140625
2025-09-23,123.5
2025-09-24,123.08000183105469
2025-09-25,121.75
2025-09-26,123.69999694824219
2025-09-29,122.91999816894531
2025-09-30,121.41999816894531
2025-10-01,122.31999969482422
2025-10-02,121.48999786376953
2025-10-03,120.22000122070312
2025-10-06,120.3499984741211
2025-10-07,119.8499984741211
2025-10-08,119.98999786376953
2025-10-09,120.1500015258789
2025-10-10,118.19000244140625
2025-10-13,118.86000061035156
2025-10-14,122.88999938964844
2025-10-15,124.26000213623047
2025-10-16,122.88999938964844
2025-10-17,125.91000366210938
2025-10-20,127.20999908447266
2025-10-21,128.55999755859375
2025-10-22,127.5
2025-10-23,127.3499984741211
2025-10-24,127.98999786376953
2025-10-27,129.07000732421875
2025-10-28,128.00999450683594
2025-10-29,126.4800033569336
2025-10-30,126.33999633789062
2025-10-31,126.54000091552734
2025-11-03,126.80000305175781
2025-11-04,122.3499984741211
2025-11-05,122.5
2025-11-06,120.52999877929688
2025-11-07,120.87999725341797
2025-11-10,120.19999694824219
2025-11-11,122.52999877929688
2025-11-12,121.69000244140625
2025-11-13,121.19000244140625
2025-11-14,122.0199966430664
2025-11-17,117.5999984741211
2025-11-18,115.41999816894531
2025-11-19,114.44000244140625
2025-11-20,111.54000091552734
2025-11-21,114.26000213623047
2025-11-24,114.41000366210938
2025-11-25,118.55999755859375
2025-11-26,116.73999786376953
2025-11-28,116.98999786376953
2025-12-01,118.80000305175781
2025-12-02,118.5
2025-12-03,120.12999725341797
2025-12-04,120.81999969482422
2025-12-05,124.31999969482422
2025-12-08,122.01000213623047
2025-12-09,125.38999938964844
2025-12-10,127.56999969482422
2025-12-11,128.0
2025-12-12,128.38999938964844
2025-12-15,131.80999755859375
2025-12-16,132.00999450683594
2025-12-17,133.77999877929688
2025-12-18,133.99000549316406
2025-12-19,135.27999877929688
2025-12-22,136.9499969482422
2025-12-23,136.49000549316406
2025-12-24,136.77999877929688
2025-12-26,136.82000732421875
2025-12-29,136.6199951171875
2025-12-30,136.91000366210938
2025-12-31,135.72000122070312
2026-01-02,133.00999450683594
2026-01-05,135.8699951171875
2026-01-06,138.02000427246094
2026-01-07,137.0399932861328
2026-01-08,138.66000366210938
2026-01-09,139.27000427246094
2026-01-12,138.50999450683594
2026-01-13,140.07000732421875
2026-01-14,132.7899932861328
2026-01-15,132.60000610351562
2026-01-16,130.66000366210938
2026-01-20,130.72999572753906
2026-01-21,133.58999633789062
2026-01-22,133.8000030517578
2026-01-23,132.14999389648438
2026-01-26,133.38999938964844
2026-01-27,132.22000122070312
2026-01-28,131.5500030517578
2026-01-29,131.77000427246094
2026-01-30,129.3699951171875
2026-02-02,131.30999755859375
2026-02-03,122.07499694824219
2026-02-04,124.61000061035156
2026-02-05,121.2699966430664
2026-02-06,122.18000030517578
2026-02-09,121.30999755859375
2026-02-10,120.31999969482422
2026-02-11,119.55000305175781
2026-02-12,115.95999908447266
2026-02-13,121.3499984741211
2026-02-17,124.2300033569336
2026-02-18,124.2699966430664
2026-02-19,125.80999755859375
2026-02-20,127.88999938964844
2026-02-23,122.95999908447266
2026-02-24,125.66000366210938
2026-02-25,132.02000427246094
2026-02-26,136.97000122070312
2026-02-27,135.11000061035156
2026-03-02,133.25999450683594
2026-03-03,133.0399932861328
2026-03-04,135.5399932861328
2026-03-05,135.85000610351562
2026-03-06,133.22999572753906
2026-03-09,134.02999877929688
2026-03-10,132.44000244140625
2026-03-11,133.38999938964844
2026-03-12,127.69999694824219
2026-03-13,126.30000305175781
2026-03-16,128.32000732421875
2026-03-17,131.9499969482422
2026-03-18,131.1300048828125
2026-03-19,130.7899932861328
2026-03-20,128.52000427246094
2026-03-23,132.58999633789062
2026-03-24,130.0
2026-03-25,131.80999755859375
2026-03-26,131.05999755859375
2026-03-27,122.87000274658203
2026-03-30,123.0999984741211
2026-03-31,126.27999877929688
2026-04-01,125.19000244140625
2026-04-02,124.94999694824219
2026-04-06,126.80999755859375
2026-04-07,124.97000122070312
2026-04-08,131.39999389648438
2026-04-09,129.16000366210938
2026-04-10,128.9600067138672
2026-04-13,130.32000732421875
2026-04-14,133.85000610351562
2026-04-15,137.50999450683594
2026-04-16,137.80999755859375
2026-04-17,141.5500030517578
2026-04-20,143.58999633789062
2026-04-21,142.64999389648438
2026-04-22,144.17999267578125
2026-04-23,141.8699951171875
2026-04-24,142.82000732421875
2026-04-27,141.05999755859375
2026-04-28,139.0399932861328
2026-04-29,140.27999877929688
2026-04-30,140.36000061035156
2026-05-01,141.66000366210938
2026-05-04,138.86000061035156
2026-05-05,139.72999572753906
2026-05-06,139.8800048828125
2026-05-07,140.4600067138672
2026-05-08,141.49000549316406
2026-05-11,137.0500030517578
2026-05-12,135.47999572753906
2026-05-13,132.97000122070312
2026-05-14,133.6699981689453
2026-05-15,132.85000610351562
2026-05-18,134.3000030517578
2026-05-19,131.16000366210938
2026-05-20,135.5500030517578
2026-05-21,134.25
2026-05-22,132.35000610351562
2026-05-26,132.67999267578125
2026-05-27,132.10000610351562
2026-05-28,134.5
2026-05-29,133.30999755859375
2026-06-01,137.8699951171875
2026-06-02,134.35000610351562
2026-06-03,133.58999633789062
2026-06-04,133.72000122070312
2026-06-05,133.5399932861328
2026-06-08,134.42999267578125
2026-06-09,131.35000610351562
2026-06-10,129.10000610351562
2026-06-11,130.8699951171875
2026-06-12,132.27999877929688
2026-06-15,138.9600067138672
2026-06-16,141.1999969482422
2026-06-17,140.5399932861328
2026-06-18,142.41000366210938
2026-06-22,139.19000244140625
2026-06-23,138.85000610351562
2026-06-24,144.39999389648438
2026-06-25,141.8800048828125
2026-06-26,145.55999755859375
2026-06-29,147.1699981689453
2026-06-30,143.10000610351562
2026-07-01,147.30999755859375
2026-07-02,148.92999267578125
2026-07-06,147.64999389648438
2026-07-07,148.8000030517578
2026-07-08,142.9499969482422
2026-07-09,146.88999938964844
2026-07-10,148.6199951171875
2026-07-13,146.3300018310547
2026-07-14,146.5399932861328
2026-07-15,148.3800048828125
2026-07-16,147.8000030517578
2026-07-17,145.97999572753906
2026-07-20,144.94000244140625
2026-07-21,144.10000610351562
2026-07-22,140.0500030517578
2026-07-23,137.57000732421875
2026-07-24,141.10000610351562
2026-07-27,146.86000061035156
2026-07-28,153.11000061035156
2026-07-29,153.00999450683594
2026-07-30,152.0800018310547
2026-07-31,151.52000427246094
2026-08-03,150.63999938964844
2026-08-04,149.9199981689453
2026-08-05,152.49000549316406
2026-08-06,151.63999938964844
2026-08-07,178.07000732421875
2026-08-10,184.6999969482422
2026-08-11,184.97999572753906
2026-08-12,180.09500122070312
2026-08-13,185.1300048828125
2026-08-14,184.05999755859375
2026-08-17,179.2899932861328
2026-08-18,185.7449951171875
